Issue Type,Issue Key,Summary,Description,Acceptance Criteria,Epic Key,Epic Name,Priority,Story Points,Sprint,Release,Component,Labels,Depends On,Blocks
Story,LS-185,Job-plan generation from history and SOPs,"As a new technician, I want to know how this plant usually fixes this failure, so that tribal knowledge is available without finding the veteran.","- Generates a job plan from historical actions, parts consumed and relevant SOP sections.
- States how many past occurrences informed the plan and links to each.
- Explicitly marked as guidance drawn from history, not as an approved work instruction.
- Available in all supported languages.",EPIC-18,Plant Knowledge Base,P2,8,S13,R4,AI,knowledge-base scribe,LS-183 LS-160,
Story,LS-195,Proposal outcome analytics per agent,"As a product owner, I want to see which agents produce proposals people accept, so that autonomy is earned with evidence rather than granted by opinion.","- Approval rate, rejection reasons and time-to-decision tracked per agent and proposal type.
- Trends visible over time and segmented per tenant.
- A low approval rate surfaces an explicit recommendation against raising that agent's autonomy level.
- Metrics feed the per-tenant scorecard in LS-147.",EPIC-19,Proposal & Approval Inbox,P1,3,S13,R4,Product,governance metrics,LS-192,
Story,LS-200,"Token, latency and cost recorded per run and per step","As the business, I want the rupee cost of every AI operation visible, so that pricing is grounded in measured unit economics.","- Input and output tokens, model, latency and computed cost recorded on every step and aggregated per run.
- Cost computed from a configurable per-model rate table, versioned over time.
- Costs are attributable to tenant, plant, agent and trigger.
- Historical rate changes do not retroactively alter recorded costs.",EPIC-20,"AI Observability, Cost & FinOps",P0,5,S13,R4,Platform,finops observability,LS-110,LS-201 LS-205
Story,LS-201,Per-tenant cost ledger and monthly cost-per-plant report,"As a founder, I want to know what each plant costs to serve, so that a subscription price is a margin decision rather than a guess.","- Ledger aggregates AI, storage, WhatsApp and compute cost per tenant per month.
- Cost per plant per month is reportable and trendable.
- Costs are broken down by workload: extraction, assistant, watchtower, artifacts.
- The report is exportable and feeds the pricing model in the vision document.",EPIC-20,"AI Observability, Cost & FinOps",P0,5,S13,R4,Platform,finops,LS-200,LS-202 LS-230
Story,LS-202,Budget enforcement with soft warning and hard stop,"As the business, I want a runaway tenant to be capped, so that one customer's usage cannot destroy the month's margin.","- Per-tenant monthly budget with configurable soft-warning and hard-stop thresholds.
- Crossing the soft threshold notifies the account owner and internal operations.
- The hard stop degrades gracefully: deterministic features keep working, generative features are paused with a clear message.
- Budget state is visible in the admin UI and overridable by an authorised internal user, with the override audited.",EPIC-20,"AI Observability, Cost & FinOps",P0,5,S13,R4,Platform,finops,LS-201 LS-114,
Story,LS-203,"OpenTelemetry traces spanning API, agent, tool and model calls","As an engineer debugging a slow answer, I want one trace covering the whole path, so that I can attribute latency precisely.","- A single trace spans the HTTP request, agent run, every tool call and every model call.
- Spans carry tenant, plant, agent, tool and model attributes.
- traceId from the error envelope correlates to the exported trace.
- Sampling is configurable, with errors and slow requests always sampled.",EPIC-20,"AI Observability, Cost & FinOps",P0,5,S13,R4,Platform,observability,LS-013 LS-110,LS-204 LS-223
Story,LS-204,Prompt and response sampling store with PII redaction,"As an engineer improving quality, I want real examples to learn from, so that prompt changes are informed by production rather than by guesses.","- A configurable sample of prompts and responses is retained with a defined retention period.
- Technician names and phone numbers are redacted before storage.
- Sampling is disableable per tenant for customers who require it contractually.
- Access to samples is restricted and audited.",EPIC-20,"AI Observability, Cost & FinOps",P1,5,S13,R4,Platform,observability privacy,LS-203,
Story,LS-205,Model performance dashboard: quality against cost and latency,"As a product owner, I want to compare model tiers on real workloads, so that routing decisions are evidence-based.","- Dashboard compares tiers on evaluation quality, production latency and cost per operation.
- Segmented by task type: extraction, planning, composition, synthesis.
- Highlights where a cheaper tier would meet the quality bar.
- Used as the input to the quarterly routing review.",EPIC-20,"AI Observability, Cost & FinOps",P1,5,S13,R4,Platform,observability finops,LS-200 LS-145,
Story,LS-206,Prompt and model version registry with rollback,"As an engineer, I want prompts versioned like code with a fast rollback, so that a bad change is reversed in minutes.","- Every prompt is versioned; the version used is recorded on every step.
- Model and prompt versions are changeable by configuration without a code deployment.
- Rollback to a prior version is a single operation and is audited.
- Evaluation results are stored against each version for comparison.",EPIC-20,"AI Observability, Cost & FinOps",P0,5,S13,R4,Platform,observability release,LS-110,LS-207
Story,LS-249,Accessibility and responsive pass,"As a user on a tablet on the shop floor, I want the product to work on my device, so that it is usable away from a desk.","- WCAG 2.1 AA conformance for contrast, focus order, keyboard navigation and screen-reader labelling.
- Responsive layouts verified on phone, tablet and desktop breakpoints.
- Charts carry accessible text alternatives conveying the same information.
- Automated accessibility checks run in CI with manual verification of the primary flows.",EPIC-24,Frontend Product Application,P1,5,S13,R4,Frontend,accessibility,LS-242 LS-243 LS-246,
Story,LS-027,OIDC and SAML single sign-on for enterprise tenants,"As a plant IT head, I want staff to sign in with our corporate identity provider, so that access is centrally governed.","- OIDC and SAML both supported, configurable per tenant.
- Group-to-role mapping configurable per tenant with a documented precedence order.
- Local password login can be disabled per tenant once SSO is enabled.
- Just-in-time user provisioning on first SSO login, with deactivation honoured.",EPIC-02,"Identity, Tenancy & Access Control",P2,8,S14,R4,Security,enterprise sso,LS-024,
Story,LS-028,Service accounts and scoped API keys,"As an integrator, I want a non-human credential with narrow scope, so that automated imports do not run as a person.","- API keys are hashed at rest, prefixed for identification and displayed exactly once.
- Each key carries explicit scopes and an optional expiry; scope violations return 403.
- Keys are listable, revocable and show last-used time.
- Key usage is attributed in audit logs as the service account, never as a user.",EPIC-02,"Identity, Tenancy & Access Control",P2,5,S14,R4,Security,integrations,LS-024,
Story,LS-207,Canary rollout for prompt and model changes,"As an engineer, I want changes exposed to a slice of traffic first, so that a regression affects a few runs rather than every customer.","- Traffic can be split between prompt or model versions at a configurable percentage.
- Guardrail violation rate, latency and cost are compared between arms automatically.
- Automatic rollback triggers when the canary arm breaches a configured threshold.
- Canary state and outcome are visible in the release dashboard.",EPIC-20,"AI Observability, Cost & FinOps",P1,5,S14,R4,Platform,release,LS-206 LS-135,
Story,LS-210,Encryption at rest and in transit with key management,"As a plant IT head, I want a clear encryption story, so that my security review can be completed rather than deferred.","- TLS enforced on every external connection; internal service traffic encrypted where it crosses a trust boundary.
- Database and object storage encrypted at rest with managed keys.
- Key rotation procedure documented and rehearsed.
- Encryption posture is written into the one-page security FAQ from LS-006.",EPIC-21,"Security, Privacy & Compliance",P0,5,S14,R4,Security,security,LS-021,LS-218
Story,LS-211,DPDP Act 2023 compliance for technician personal data,"As a compliance owner, I want India's data protection obligations met, so that handling technician names and numbers is lawful.","- Personal data fields are inventoried with purpose and lawful basis documented.
- Consent capture and withdrawal implemented for WhatsApp phone-number binding.
- Erasure request handling removes or irreversibly pseudonymises personal data while preserving maintenance history integrity.
- Data-principal request handling has a documented SLA and an audit trail.
- Reviewed by legal counsel before the first production tenant.",EPIC-21,"Security, Privacy & Compliance",P0,8,S14,R4,Security,compliance dpdp,LS-172 LS-016,LS-213
Story,LS-212,Sub-processor register and zero-retention model configuration,"As a plant head asking whether my data goes to a foreign AI company, I want an honest, documented answer, so that I can approve the pilot.","- Every sub-processor listed with purpose, data categories and location.
- Zero-retention or enterprise API configuration is available and documented as the default posture.
- A contractual commitment that customer data is never used to train models is implemented and verifiable in configuration.
- The register is customer-facing and versioned; changes are notified per the DPA.",EPIC-21,"Security, Privacy & Compliance",P0,3,S14,R4,Security,compliance trust,LS-060,
Story,LS-213,Customer data export and deletion on contract exit,"As a departing customer, I want my data back and then deleted, so that the exit terms in the contract are real.","- Full tenant export in open formats, including records, provenance, documents and audit logs.
- Deletion removes tenant data from primary storage, object storage and derived indexes within the contractual window.
- Backup expiry for deleted tenants is documented and enforced.
- A deletion certificate is produced and retained as evidence.",EPIC-21,"Security, Privacy & Compliance",P0,5,S14,R4,Security,compliance,LS-211,
Story,LS-214,Secrets management and rotation runbook,"As an operator, I want secrets managed properly, so that a leaked credential is a contained incident rather than a breach.","- No secret is present in source control, container images or logs; CI scans enforce it.
- Secrets are loaded from a managed store or injected environment at runtime.
- Rotation procedure documented for every secret class, with an owner and a cadence.
- The application fails fast and loudly on a missing required secret in production.",EPIC-21,"Security, Privacy & Compliance",P0,3,S14,R4,Security,security,LS-022,LS-218
Story,LS-215,"SAST, DAST, dependency and container scanning in CI","As a security owner, I want known vulnerability classes caught automatically, so that security is continuous rather than annual.","- Static analysis, dependency scanning and container image scanning run on every PR.
- Dynamic scanning runs against staging on a schedule.
- High and critical findings block release; the exception process requires a named approver and an expiry.
- Findings are tracked to closure with an agreed remediation SLA.",EPIC-21,"Security, Privacy & Compliance",P0,5,S14,R4,Security,security ci,LS-018,LS-217 LS-218
Story,LS-216,Upload malware scanning,"As a security reviewer, I want uploaded files scanned, so that the platform is not a malware distribution path between plants.","- Files are scanned before processing; infected files are quarantined and the uploader is notified.
- Scanning failure blocks processing rather than failing open.
- Quarantined files are retained for investigation and are never downloadable by tenants.
- Scan outcomes are audited.",EPIC-21,"Security, Privacy & Compliance",P1,3,S14,R4,Security,security,LS-050,
Story,LS-220,Production container image and runtime configuration,"As an operator, I want a minimal, reproducible image, so that deployment is predictable and the attack surface is small.","- Distroless or equivalent minimal base image running as a non-root user.
- Image build is reproducible and tagged with the commit SHA.
- Every environment-specific value is supplied by environment variable; the full matrix is documented.
- Flyway migration strategy on boot is explicit and documented for multi-instance startup.",EPIC-22,"Reliability, SRE & Deployment",P0,5,S14,R4,Platform,deployment,LS-011,LS-221 LS-227
Story,LS-221,Infrastructure as code for staging and production,"As an operator, I want infrastructure defined in code, so that environments are reproducible and drift is visible.","- Terraform (or equivalent) defines compute, database, object storage, networking and secrets.
- Staging and production share modules and differ only by variables.
- Plan output is reviewed in the PR before any apply; state is stored remotely with locking.
- A new environment can be stood up from scratch by following the documented procedure.",EPIC-22,"Reliability, SRE & Deployment",P0,8,S14,R4,Platform,iac,LS-220,LS-222 LS-224
Story,LS-217,Third-party penetration test and remediation,"As a founder selling to enterprises, I want an independent security assessment, so that procurement has evidence rather than assurances.","- Scope covers authentication, tenant isolation, IDOR, upload abuse, prompt injection and the agent write path.
- All high and critical findings remediated and retested before the report is shared.
- An executive summary is produced that can be shared with prospects under NDA.
- Findings are converted into regression tests so they cannot recur.",EPIC-21,"Security, Privacy & Compliance",P0,8,S15,R4,Security,security gtm,LS-025 LS-215,
Story,LS-218,SOC 2 Type I readiness,"As a founder entering enterprise deals, I want the control framework in place, so that a SOC 2 requirement does not stall a signed deal for six months.","- Control framework mapped to the trust services criteria, with gaps listed and owned.
- Required policies written and approved: access control, change management, incident response, vendor management, business continuity.
- Evidence collection automated where possible rather than assembled manually at audit time.
- A readiness assessment is completed and a remediation plan with dates is agreed.
- Treated as a sales enabler with a trigger, not as a prerequisite for the first pilots.",EPIC-21,"Security, Privacy & Compliance",P1,13,S15,R4,Security,compliance enterprise,LS-210 LS-214 LS-215,
Story,LS-222,Blue/green deployment with automated rollback,"As an operator, I want deploys to be boring and reversible, so that shipping during the working day is safe.","- New versions are deployed alongside the old and receive traffic only after health checks pass.
- Rollback is a single operation completing within the documented target time.
- Database migrations are backward-compatible so both versions can run during the switch.
- A deployment is proven and a rollback rehearsed in staging.",EPIC-22,"Reliability, SRE & Deployment",P0,5,S15,R4,Platform,deployment,LS-221,
Story,LS-223,"Service level objectives, error budgets and alerting","As an operator, I want defined reliability targets, so that 'is it working?' has a measurable answer.","- SLOs defined for API availability, API latency, ingestion throughput and assistant answer latency.
- Error budgets tracked with a documented policy for what happens when one is exhausted.
- Alerts fire on SLO burn rate rather than on raw error counts, and route to a named on-call owner.
- Every alert links to the runbook entry that resolves it.",EPIC-22,"Reliability, SRE & Deployment",P0,5,S15,R4,Platform,sre,LS-203,LS-225 LS-236
Story,LS-224,"Backup, restore and a rehearsed disaster-recovery drill","As a customer, I want confidence that my three years of history survives an incident, so that adopting the product is not a data risk.","- Automated backups of database and object storage with documented RPO and RTO targets.
- Restore procedure documented and executed end-to-end into a clean environment.
- The drill is timed and its result recorded; a missed target creates a follow-up item.
- The drill is scheduled to repeat quarterly with an owner.",EPIC-22,"Reliability, SRE & Deployment",P0,5,S15,R4,Platform,sre dr,LS-221,
Story,LS-225,Runbooks for the top ten operational failures,"As an on-call engineer, I want a written procedure for likely incidents, so that recovery does not depend on who is awake.","- Runbooks cover model provider outage, embedding provider outage, WhatsApp provider failure, database saturation, storage exhaustion, stuck import job, runaway agent cost, failed migration, tenant isolation alert and backup failure.
- Each runbook states symptoms, diagnosis steps, remediation and escalation path.
- Runbooks are linked from the corresponding alerts.
- Each is validated at least once against a simulated incident.",EPIC-22,"Reliability, SRE & Deployment",P0,3,S15,R4,Platform,sre docs,LS-223,
Story,LS-226,Load and soak testing at one million records,"As an operator, I want performance characterised before a customer finds the limit, so that capacity planning is proactive.","- A one-million-record dataset is generated with realistic distribution.
- Load tests cover search, dashboard, record listing and assistant queries at target concurrency.
- A soak test runs long enough to expose memory leaks and connection exhaustion.
- Slow queries are identified and indexed; results are documented as the capacity baseline.",EPIC-22,"Reliability, SRE & Deployment",P0,8,S15,R4,Platform,performance,LS-106 LS-092,
Story,LS-227,Feature-flag service for staged rollout,"As a product owner, I want features enabled per tenant, so that a design partner can trial something before it reaches everyone.","- Flags evaluated per tenant and per user with a safe default when evaluation fails.
- Flag state is changeable without a deployment and every change is audited.
- Flags are listable with their owner and a removal date to prevent permanent accumulation.
- Flag state is recorded in the agent run policy snapshot where it affects behaviour.",EPIC-22,"Reliability, SRE & Deployment",P1,3,S15,R4,Platform,release,LS-220,
Story,LS-230,Usage metering per tenant,"As a founder, I want usage measured per tenant, so that billing and pricing reflect what customers actually consume.","- Meters records ingested, questions asked, agent runs, artifacts generated, WhatsApp conversations and storage consumed.
- Metered data is aggregated per billing period and is immutable once the period closes.
- Usage is visible to the customer in-product, not only internally.
- Meter data reconciles with the cost ledger from LS-201.",EPIC-23,Commercialization & Onboarding,P0,5,S15,R4,GTM,billing,LS-201,LS-231
Story,LS-231,Plan tiers and entitlement enforcement,"As a founder, I want plans enforced in the product, so that upgrades happen through the product rather than through a conversation.","- Plan defines included plants, seats, agent features and usage allowances.
- Entitlements are enforced at the API boundary with a clear upgrade message, never a silent failure.
- Approaching a limit notifies the customer before the limit is reached.
- Plan changes take effect immediately and are audited.",EPIC-23,Commercialization & Onboarding,P1,5,S15,R4,GTM,billing,LS-230,LS-235
Story,LS-232,Self-serve tenant onboarding checklist,"As a new plant admin, I want a guided setup, so that onboarding plant number three does not require a founder on site.","- In-product checklist covering plant setup, machine import, user invites, first file import and first question.
- Progress is persisted and visible; each step links directly to the screen that completes it.
- Completion is measured as the onboarding funnel, with drop-off visible internally.
- A plant can reach its first answered question without any assistance from the vendor.",EPIC-23,Commercialization & Onboarding,P1,5,S15,R4,GTM,onboarding,LS-035 LS-065,LS-233
Story,LS-233,Time-to-first-answer instrumentation,"As a founder, I want to know how long a new plant takes to get value, so that the four-week promise is measured rather than asserted.","- Measures elapsed time from tenant creation to first successfully answered question with citations.
- Intermediate milestones tracked: first import, first validated record, first search.
- Reported per tenant and as a cohort trend.
- Feeds the pilot scorecard from LS-008.",EPIC-23,Commercialization & Onboarding,P0,3,S15,R4,GTM,metrics,LS-232,
Story,LS-234,In-product return-on-investment report,"As a maintenance manager justifying renewal, I want evidence of value, so that the budget conversation is backed by data.","- Reports downtime hours surfaced, recurring failures identified, engineer hours saved on reporting and validation, and records made searchable.
- Monetary value uses the plant's own configured downtime cost, never an industry average.
- Assumptions are stated explicitly and are adjustable by the customer.
- Exportable as a document for the customer's internal use.",EPIC-23,Commercialization & Onboarding,P1,8,S15,R4,GTM,value retention,LS-158 LS-031,
Story,LS-235,Invoicing export and subscription administration,"As a founder, I want billing data exportable to accounting, so that invoicing does not become a manual monthly project.","- Billing period data exportable in a format the accounting system accepts, including GST fields required in India.
- Subscription state, renewal dates and plan history are visible internally.
- Proration handled for mid-period plan changes.
- Export is reproducible for a closed period and never changes retroactively.",EPIC-23,Commercialization & Onboarding,P2,5,S15,R4,GTM,billing,LS-231,
Story,LS-236,Public status page and incident communication,"As a customer, I want to know when the service is degraded, so that I do not waste time diagnosing a problem that is not mine.","- Public status page reflecting real health checks, not manual updates alone.
- Incident communication template and escalation path documented.
- Subscribers receive updates on incident open, update and resolution.
- Post-incident reviews are published to affected customers within the agreed window.",EPIC-23,Commercialization & Onboarding,P2,3,S15,R4,GTM,trust,LS-223,
